date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:02:13	59538/59538	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Mar%202023%2005:02:13%20GMT	https://sites.google.com/view/yue-wang	C:/Users/Yue%20Wang/Downloads/wp/personal%20site/sites.google.com/view/yue-wang.html	(from )
22:02:14	77/77	---MCZ	200	added ('OK')	text/plain	date:Mon,%2020%20Mar%202023%2005:02:14%20GMT	https://sites.google.com/robots.txt		(from )
22:02:14	17588/17588	---M--	200	added ('OK')	text/javascript	etag:%22e146e87ebc9f2947%22	https://apis.google.com/js/client.js?onload=gapiLoaded	C:/Users/Yue%20Wang/Downloads/wp/personal%20site/apis.google.com/js/clientc932.js	(from https://sites.google.com/view/yue-wang)
22:02:15	2766301/2766301	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Oct%202019%2010:15:00%20GMT	https://ssl.gstatic.com/atari/images/impression-header.png	C:/Users/Yue%20Wang/Downloads/wp/personal%20site/ssl.gstatic.com/atari/images/impression-header.png	(from https://sites.google.com/view/yue-wang)
22:02:15	59563/59563	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Mar%202023%2005:02:15%20GMT	https://sites.google.com/view/yue-wang/home	C:/Users/Yue%20Wang/Downloads/wp/personal%20site/sites.google.com/view/yue-wang/home.html	(from https://sites.google.com/view/yue-wang)
22:02:15	109028/109028	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Mar%202023%2005:02:15%20GMT	https://sites.google.com/view/yue-wang/publications	C:/Users/Yue%20Wang/Downloads/wp/personal%20site/sites.google.com/view/yue-wang/publications.html	(from https://sites.google.com/view/yue-wang)
22:02:15	62261/62261	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Mar%202023%2005:02:15%20GMT	https://sites.google.com/view/yue-wang/talks	C:/Users/Yue%20Wang/Downloads/wp/personal%20site/sites.google.com/view/yue-wang/talks.html	(from https://sites.google.com/view/yue-wang)
22:02:16	57865/57865	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Mar%202023%2005:02:16%20GMT	https://sites.google.com/view/yue-wang/miscellaneous	C:/Users/Yue%20Wang/Downloads/wp/personal%20site/sites.google.com/view/yue-wang/miscellaneous.html	(from https://sites.google.com/view/yue-wang)
